23;?;?;PUNCT;_;_;21;punct;_;@yuyuz1967m-words#@yuyuz1967m#43.388#43.636
24;/;/;PUNCT;_;_;28;punct;_;@yuyuz1967m-words#@yuyuz1967m#43.636#43.884
25;потому;потому;ADV;_;Degree=Pos;28;mark;_;@yuyuz1967m-words#@yuyuz1967m#43.884#44.132
26;что;что;SCONJ;_;_;25;fixed;_;@yuyuz1967m-words#@yuyuz1967m#44.132#44.38
27;мы;мы;PRON;_;Case=Nom|Number=Plur|Person=1;28;nsubj;_;@yuyuz1967m-words#@yuyuz1967m#44.38#44.628
28;хотели;хотеть;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act;21;advcl;_;@yuyuz1967m-words#@yuyuz1967m#44.628#44.876
29;сделать;делать;VERB;_;Aspect=Perf|VerbForm=Inf|Voice=Act;28;xcomp;_;@yuyuz1967m-words#@yuyuz1967m#44.876#45.124
30;вам;вы;PRON;_;Case=Dat|Number=Plur|Person=2;29;iobj;_;@yuyuz1967m-words#@yuyuz1967m#45.124#45.372
31;маленький;маленький;ADJ;_;Animacy=Inan|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing;32;amod;_;@yuyuz1967m-words#@yuyuz1967m#45.372#45.62
32;подарок;подарок;NOUN;_;Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing;29;obj;_;@yuyuz1967m-words#@yuyuz1967m#45.62#45.87
33;ну;ну;PART;_;_;37;parataxis;_;@yuyuz1967m-words#@yuyuz1967m#45.88#46.135
34;когда;когда;SCONJ;_;_;37;mark;_;@yuyuz1967m-words#@yuyuz1967m#46.135#46.39
35;вот;вот;PART;_;_;36;advmod;_;@yuyuz1967m-words#@yuyuz1967m#46.39#46.645
36;вы;вы;PRON;_;Case=Nom|Number=Plur|Person=2;37;nsubj;_;@yuyuz1967m-words#@yuyuz1967m#46.645#46.901
37;человек;человек;NOUN;_;Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing;32;nmod;_;@yuyuz1967m-words#@yuyuz1967m#46.999#47.655
38;литературный;литературный;ADJ;_;Case=Nom|Degree=Pos|Gender=Masc|Number=Sing;39;amod;_;@yuyuz1967m-words#@yuyuz1967m#47.655#48.311
39;человек;человек;NOUN;_;Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing;37;appos;_;@yuyuz1967m-words#@yuyuz1967m#48.311#48.61
40;московский;московский;ADJ;_;Case=Nom|Degree=Pos|Gender=Masc|Number=Sing;39;amod;_;@yuyuz1967m-words#@yuyuz1967m#48.61#48.909
41;/;/;PUNCT;_;_;45;punct;_;@yuyuz1967m-words#@yuyuz1967m#48.909#49.208
42;вот;вот;PART;_;_;44;advmod;_;@yuyuz1967m-words#@yuyuz1967m#49.208#49.507
43;у;у;ADP;_;_;44;case;_;@yuyuz1967m-words#@yuyuz1967m#49.538#49.828
44;вас;вы;PRON;_;Case=Gen|Number=Plur|Person=2;45;obl;_;@yuyuz1967m-words#@yuyuz1967m#49.828#50.118
45;будет;быть;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;39;acl:relcl;_;@yuyuz1967m-words#@yuyuz1967m#50.118#50.408
46;такая;такой;DET;_;Case=Nom|Gender=Fem|Number=Sing;47;det;_;@yuyuz1967m-words#@yuyuz1967m#50.408#50.698
47;возможность;возможность;NOUN;_;Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing;45;nsubj;_;@yuyuz1967m-words#@yuyuz1967m#50.698#50.988
48;/;/;PUNCT;_;_;49;punct;_;@yuyuz1967m-words#@yuyuz1967m#50.988#51.278
49;совместить;совместить;VERB;_;Aspect=Perf|VerbForm=Inf|Voice=Act;47;obl;_;@yuyuz1967m-words#@yuyuz1967m#51.278#51.568
50;полезное;полезный;ADJ;_;Case=Acc|Degree=Pos|Gender=Neut|Number=Sing;70;obj;_;@yuyuz1967m-words#@yuyuz1967m#51.568#51.858
51;с;с;ADP;_;_;53;case;_;@yuyuz1967m-words#@yuyuz1967m#51.858#52.148
52;приятным;приятный;ADJ;_;Case=Ins|Degree=Pos|Gender=Neut|Number=Sing;53;amod;_;@yuyuz1967m-words#@yuyuz1967m#52.148#52.438
53;да;да;CCONJ;_;_;70;cc;_;@yuyuz1967m-words#@yuyuz1967m#52.438#52.728
54;/;/;PUNCT;_;_;55;punct;_;@yuyuz1967m-words#@yuyuz1967m#52.728#53.018
55;приехать;приехать;VERB;_;Aspect=Perf|VerbForm=Inf|Voice=Act;50;xcomp;_;@yuyuz1967m-words#@yuyuz1967m#53.018#53.308
56;в;в;ADP;_;_;57;case;_;@yuyuz1967m-words#@yuyuz1967m#53.308#53.598
57;Петербург;Петербург;PROPN;_;Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing;55;obl;_;@yuyuz1967m-words#@yuyuz1967m#53.598#53.888
58;по;по;ADP;_;_;59;case;_;@yuyuz1967m-words#@yuyuz1967m#53.888#54.178
59;делам;дело;NOUN;_;Animacy=Inan|Case=Dat|Gender=Neut|Number=Plur;55;obl;_;@yuyuz1967m-words#@yuyuz1967m#54.178#54.468
60;/;/;PUNCT;_;_;62;punct;_;@yuyuz1967m-words#@yuyuz1967m#54.468#54.758
61;и;и;CCONJ;_;_;62;cc;_;@yuyuz1967m-words#@yuyuz1967m#54.758#55.048
62;посетить;посетить;VERB;_;Aspect=Perf|VerbForm=Inf|Voice=Act;55;conj;_;@yuyuz1967m-words#@yuyuz1967m#55.048#55.338
63;наш;наш;DET;_;Case=Acc|Gender=Masc|Number=Sing;64;det;_;@yuyuz1967m-words#@yuyuz1967m#55.338#55.628
64;гениус;гениус;NOUN;_;Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing;62;obj;_;@yuyuz1967m-words#@yuyuz1967m#55.628#55.918
65;лоцис;лоцис;NOUN;_;Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing;62;obj;_;@yuyuz1967m-words#@yuyuz1967m#55.918#56.211
66;гений;гений;NOUN;_;Animacy=Inan|Case=Gen|Gender=Neut|Number=Plur;65;nmod;_;@yuyuz1967m-words#@yuyuz1967m#56.211#56.436
67;места;место;NOUN;_;Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing;66;nmod;_;@yuyuz1967m-words#@yuyuz1967m#56.436#56.661
68;вы;вы;PRON;_;Case=Nom|Number=Plur|Person=2;70;nsubj;_;@yuyuz1967m-words#@yuyuz1967m#70.744#71.149
69;часто;часто;ADV;_;Degree=Pos;70;advmod;_;@yuyuz1967m-words#@yuyuz1967m#71.149#71.554
70;приезжаете;приезжать;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act;49;conj;_;@yuyuz1967m-words#@yuyuz1967m#71.554#71.959
71;сюда;сюда;ADV;_;Degree=Pos;70;advmod;_;@yuyuz1967m-words#@yuyuz1967m#71.959#72.364
72;а;а;CCONJ;_;_;73;cc;_;@yuyuz1967m-words#@yuyuz1967m#72.633#72.894
73;есть;быть;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;70;conj;_;@yuyuz1967m-words#@yuyuz1967m#72.894#73.155
74;/;/;PUNCT;_;_;75;punct;_;@yuyuz1967m-words#@yuyuz1967m#73.155#73.416
75;вот;вот;PART;_;_;76;advmod;_;@yuyuz1967m-words#@yuyuz1967m#73.416#73.677
76;это;это;PRON;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;79;nsubj;_;@yuyuz1967m-words#@yuyuz1967m#73.677#73.938
77;вот;вот;PART;_;_;79;advmod;_;@yuyuz1967m-words#@yuyuz1967m#73.938#74.199
78;интеллектуальное;интеллектуальный;ADJ;_;Case=Nom|Degree=Pos|Gender=Neut|Number=Sing;79;amod;_;@yuyuz1967m-words#@yuyuz1967m#74.199#74.46
79;противостояние;противостояние;NOUN;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;73;nsubj;_;@yuyuz1967m-words#@yuyuz1967m#74.46#74.721
80;между;между;ADP;_;_;81;case;_;@yuyuz1967m-words#@yuyuz1967m#74.721#74.982
81;Москвой;Москва;PROPN;_;Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing;79;nmod;_;@yuyuz1967m-words#@yuyuz1967m#74.982#75.243
82;и;и;CCONJ;_;_;83;cc;_;@yuyuz1967m-words#@yuyuz1967m#75.243#75.504
83;Петербургом;Петербург;PROPN;_;Animacy=Inan|Case=Ins|Gender=Masc|Number=Sing;81;conj;_;@yuyuz1967m-words#@yuyuz1967m#75.504#75.765
84;?;?;PUNCT;_;_;79;punct;_;@yuyuz1967m-words#@yuyuz1967m#75.765#76.029
85;как;как;SCONJ;_;_;89;mark;_;@yuyuz1967m-words#@yuyuz1967m#76.029#76.195
86;вас;вы;PRON;_;Case=Gen|Number=Plur|Person=2;89;obl;_;@yuyuz1967m-words#@yuyuz1967m#76.195#76.361
87;петербургская;петербургский;ADJ;_;Case=Nom|Degree=Pos|Gender=Fem|Number=Sing;88;amod;_;@yuyuz1967m-words#@yuyuz1967m#76.361#76.527
88;публика;публика;NOUN;_;Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing;89;nsubj;_;@yuyuz1967m-words#@yuyuz1967m#76.527#76.693
89;встречает;встречать;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;79;acl;_;@yuyuz1967m-words#@yuyuz1967m#76.693#76.859
90;?;?;PUNCT;_;_;89;punct;_;@yuyuz1967m-words#@yuyuz1967m#76.859#77.029
91;вы;вы;PRON;_;Case=Nom|Number=Plur|Person=2;89;nsubj;_;@yuyuz1967m-words#@yuyuz1967m#131.165#131.431
92;как;как;SCONJ;_;_;93;mark;_;@yuyuz1967m-words#@yuyuz1967m#131.431#131.697
93;э;эра;X;_;Foreign=Yes;91;flat:foreign;_;@yuyuz1967m-words#@yuyuz1967m#131.697#131.963
94;/;/;PUNCT;_;_;95;punct;_;@yuyuz1967m-words#@yuyuz1967m#131.963#132.229
95;писатель;писатель;NOUN;_;Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing;98;parataxis;_;@yuyuz1967m-words#@yuyuz1967m#132.229#132.495
96;/;/;PUNCT;_;_;95;punct;_;@yuyuz1967m-words#@yuyuz1967m#132.495#132.761
97;как;как;SCONJ;_;_;98;mark;_;@yuyuz1967m-words#@yuyuz1967m#132.761#133.027
98;ээ;ээ;NOUN;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;91;nmod;_;@yuyuz1967m-words#@yuyuz1967m#133.027#133.293
99;/;/;PUNCT;_;_;100;punct;_;@yuyuz1967m-words#@yuyuz1967m#133.293#133.559
100;литературовед;литературовед;NOUN;_;Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing;98;nmod;_;@yuyuz1967m-words#@yuyuz1967m#133.559#133.825
101;/;/;PUNCT;_;_;102;punct;_;@yuyuz1967m-words#@yuyuz1967m#133.825#134.091
102;э;эра;INTJ;_;_;108;parataxis;_;@yuyuz1967m-words#@yuyuz1967m#134.091#134.357
103;/;/;PUNCT;_;_;102;punct;_;@yuyuz1967m-words#@yuyuz1967m#134.357#134.623
104;как;как;ADV;_;Degree=Pos;108;advmod;_;@yuyuz1967m-words#@yuyuz1967m#134.623#134.889
105;бы;бы;PART;_;_;104;fixed;_;@yuyuz1967m-words#@yuyuz1967m#134.889#135.155
106;вы;вы;PRON;_;Case=Nom|Number=Plur|Person=2;108;nsubj;_;@yuyuz1967m-words#@yuyuz1967m#135.155#135.421
107;/;/;PUNCT;_;_;106;punct;_;@yuyuz1967m-words#@yuyuz1967m#135.421#135.687
108;описали;описать;VERB;_;Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act;100;nmod;_;@yuyuz1967m-words#@yuyuz1967m#135.687#135.953
109;Москву;Москва;PROPN;_;Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing;108;obj;_;@yuyuz1967m-words#@yuyuz1967m#135.953#136.219
110;и;и;CCONJ;_;_;111;cc;_;@yuyuz1967m-words#@yuyuz1967m#136.219#136.485
111;Петербург;Петербург;PROPN;_;Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing;127;conj;_;@yuyuz1967m-words#@yuyuz1967m#136.485#136.751
112;как;как;SCONJ;_;_;114;mark;_;@yuyuz1967m-words#@yuyuz1967m#136.751#137.017
113;литературных;литературный;ADJ;_;Case=Gen|Degree=Pos|Number=Plur;114;amod;_;@yuyuz1967m-words#@yuyuz1967m#137.017#137.283
114;героев;герой;NOUN;_;Animacy=Anim|Case=Gen|Gender=Masc|Number=Plur;111;acl;_;@yuyuz1967m-words#@yuyuz1967m#137.283#137.549
115;?;?;PUNCT;_;_;111;punct;_;@yuyuz1967m-words#@yuyuz1967m#137.549#137.815
116;/;/;PUNCT;_;_;117;punct;_;@yuyuz1967m-words#@yuyuz1967m#137.815#138.081
117;вот;вот;PART;_;_;127;parataxis;_;@yuyuz1967m-words#@yuyuz1967m#138.081#138.347
118;/;/;PUNCT;_;_;117;punct;_;@yuyuz1967m-words#@yuyuz1967m#138.347#138.613
119;Петербург;Петербург;PROPN;_;Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing;127;nsubj;_;@yuyuz1967m-words#@yuyuz1967m#138.613#138.879
120;/;/;PUNCT;_;_;121;punct;_;@yuyuz1967m-words#@yuyuz1967m#138.879#139.145
121;он;он;PRON;_;Case=Nom|Gender=Masc|Number=Sing|Person=3;127;nsubj;_;@yuyuz1967m-words#@yuyuz1967m#139.145#139.411
122;на;на;ADP;_;_;125;case;_;@yuyuz1967m-words#@yuyuz1967m#139.411#139.677
123;какого;какой;DET;_;Case=Acc|Gender=Masc|Number=Sing;125;det;_;@yuyuz1967m-words#@yuyuz1967m#139.677#139.943
124;литературного;литературный;ADJ;_;Case=Gen|Degree=Pos|Gender=Masc|Number=Sing;125;amod;_;@yuyuz1967m-words#@yuyuz1967m#139.943#140.209
125;героя;герой;NOUN;_;Animacy=Anim|Case=Gen|Gender=Masc|Number=Sing;127;obl;_;@yuyuz1967m-words#@yuyuz1967m#140.209#140.475
126;больше;больше;ADV;_;Degree=Cmp;127;obl;_;@yuyuz1967m-words#@yuyuz1967m#140.475#140.741
127;похож;похожий;ADJ;_;Degree=Pos|Gender=Masc|Number=Sing|Variant=Short;108;obl;_;@yuyuz1967m-words#@yuyuz1967m#140.741#141.007
128;?;?;PUNCT;_;_;127;punct;_;@yuyuz1967m-words#@yuyuz1967m#141.007#141.296
129;Фамусов;Фамусов;PROPN;_;Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing;168;nsubj;_;@yuyuz1967m-words#@yuyuz1967m#144.064#145.0
130;да;да;CCONJ;_;_;168;cc;_;@yuyuz1967m-words#@yuyuz1967m#157.238#157.47
131;/;/;PUNCT;_;_;137;punct;_;@yuyuz1967m-words#@yuyuz1967m#157.47#157.702
132;во...;во...;PROPN;_;Animacy=Anim|Case=Dat|Gender=Fem|Number=Sing;133;amod;_;@yuyuz1967m-words#@yuyuz1967m#157.702#157.935
133;отсель;отсель;NOUN;_;Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing;134;obj;_;@yuyuz1967m-words#@yuyuz1967m#157.963#158.788
134;грозить;грозить;VERB;_;Aspect=Imp|VerbForm=Inf|Voice=Act;137;advcl;_;@yuyuz1967m-words#@yuyuz1967m#158.788#159.152
135;мы;мы;PRON;_;Case=Nom|Number=Plur|Person=1;137;nsubj;_;@yuyuz1967m-words#@yuyuz1967m#159.152#159.516
136;будем;быть;AUX;_;Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act;137;cop;_;@yuyuz1967m-words#@yuyuz1967m#159.516#159.88
137;шведу;швед;NOUN;_;Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing;168;parataxis;_;@yuyuz1967m-words#@yuyuz1967m#159.88#160.244
138;да;да;CCONJ;_;_;168;cc;_;@yuyuz1967m-words#@yuyuz1967m#160.244#160.61
139;да;да;PART;_;_;168;parataxis;_;@yuyuz1967m-words#@yuyuz1967m#183.279#183.573
140;/;/;PUNCT;_;_;141;punct;_;@yuyuz1967m-words#@yuyuz1967m#183.573#183.867
141;вон;вон;PART;_;_;139;advmod;_;@yuyuz1967m-words#@yuyuz1967m#183.867#184.161
142;там;там;ADV;_;Degree=Pos;168;advmod;_;@yuyuz1967m-words#@yuyuz1967m#184.161#184.455
143;/;/;PUNCT;_;_;145;punct;_;@yuyuz1967m-words#@yuyuz1967m#184.455#184.749
144;на;на;ADP;_;_;145;case;_;@yuyuz1967m-words#@yuyuz1967m#184.749#185.043
145;Декабристов;декабрист;PROPN;_;Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing;142;obl;_;@yuyuz1967m-words#@yuyuz1967m#185.043#185.339
146;на;на;ADP;_;_;147;case;_;@yuyuz1967m-words#@yuyuz1967m#185.376#185.834
147;Декабристов;декабрист;PROPN;_;Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing;168;obl;_;@yuyuz1967m-words#@yuyuz1967m#185.834#186.293
148;если;если;SCONJ;_;_;164;mark;_;@yuyuz1967m-words#@yuyuz1967m#206.266#206.596
149;вот;вот;PART;_;_;150;advmod;_;@yuyuz1967m-words#@yuyuz1967m#229.229#229.426
150;так;так;ADV;_;Degree=Pos;164;advmod;_;@yuyuz1967m-words#@yuyuz1967m#229.426#229.623
151;да;да;PART;_;_;164;advmod;_;@yuyuz1967m-words#@yuyuz1967m#229.926#230.073
152;вот;вот;PART;_;_;155;advmod;_;@yuyuz1967m-words#@yuyuz1967m#230.073#230.378
153;если;если;SCONJ;_;_;155;mark;_;@yuyuz1967m-words#@yuyuz1967m#230.378#230.683
154;мы;мы;PRON;_;Case=Nom|Number=Plur|Person=1;155;nsubj;_;@yuyuz1967m-words#@yuyuz1967m#230.683#230.988
155;смотрим;смотреть;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act;164;advcl;_;@yuyuz1967m-words#@yuyuz1967m#230.988#231.296
156;две;два;NUM;_;Animacy=Inan|Case=Acc|Gender=Fem;157;nummod:gov;_;@yuyuz1967m-words#@yuyuz1967m#240.972#241.513
157;страсти;страсть;NOUN;_;Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing;155;obl;_;@yuyuz1967m-words#@yuyuz1967m#242.247#243.084
158;всё-таки;все-таки;PART;_;_;155;obj;_;@yuyuz1967m-words#@yuyuz1967m#254.516#254.74
159;/;/;PUNCT;_;_;160;punct;_;@yuyuz1967m-words#@yuyuz1967m#254.74#254.964
160;Дмитрий;Дмитрий;PROPN;_;Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing;158;parataxis;_;@yuyuz1967m-words#@yuyuz1967m#254.964#255.188
161;/;/;PUNCT;_;_;160;punct;_;@yuyuz1967m-words#@yuyuz1967m#255.188#255.412
162;вы;вы;PRON;_;Case=Nom|Number=Plur|Person=2;164;nsubj;_;@yuyuz1967m-words#@yuyuz1967m#255.412#255.636
163;сд...;сд..отреть;PROPN;_;Animacy=Anim|Case=Dat|Gender=Fem|Number=Sing;162;appos;_;@yuyuz1967m-words#@yuyuz1967m#255.636#255.864
164;сделали;делать;VERB;_;Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act;168;advcl;_;@yuyuz1967m-words#@yuyuz1967m#255.864#256.234
165;для;для;ADP;_;_;166;case;_;@yuyuz1967m-words#@yuyuz1967m#256.234#256.604
166;меня;я;PRON;_;Case=Gen|Number=Sing|Person=1;164;obl;_;@yuyuz1967m-words#@yuyuz1967m#256.604#256.974
167;открытие;открытие;NOUN;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;168;nsubj;_;@yuyuz1967m-words#@yuyuz1967m#256.974#257.347
168;значит;значить;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;127;conj;_;@yuyuz1967m-words#@yuyuz1967m#257.347#257.722
169;слева;слева;ADV;_;Degree=Pos;168;advmod;_;@yuyuz1967m-words#@yuyuz1967m#257.722#258.097
170;/;/;PUNCT;_;_;173;punct;_;@yuyuz1967m-words#@yuyuz1967m#258.097#258.472
171;он;он;PRON;_;Case=Nom|Gender=Masc|Number=Sing|Person=3;173;nsubj;_;@yuyuz1967m-words#@yuyuz1967m#258.472#258.847
172;действительно;действительно;ADV;_;Degree=Pos;173;obl;_;@yuyuz1967m-words#@yuyuz1967m#258.847#259.222
173;он;он;PRON;_;Case=Nom|Gender=Masc|Number=Sing|Person=3;168;obl;_;@yuyuz1967m-words#@yuyuz1967m#259.222#259.597
174;какой-то;какой-то;DET;_;Case=Nom|Gender=Masc|Number=Sing;175;det;_;@yuyuz1967m-words#@yuyuz1967m#259.597#259.972
175;восторженный;восторженный;ADJ;_;Case=Nom|Degree=Pos|Gender=Masc|Number=Sing;173;amod;_;@yuyuz1967m-words#@yuyuz1967m#259.972#260.347
176;да;да;CCONJ;_;_;181;cc;_;@yuyuz1967m-words#@yuyuz1967m#261.127#261.711
177;такой;такой;DET;_;Case=Nom|Gender=Masc|Number=Sing;181;det;_;@yuyuz1967m-words#@yuyuz1967m#261.855#262.457
178;а;а;CCONJ;_;_;181;cc;_;@yuyuz1967m-words#@yuyuz1967m#266.652#267.152
179;там;там;ADV;_;Degree=Pos;180;advmod;_;@yuyuz1967m-words#@yuyuz1967m#267.152#267.652
180;взбешённый;взбешёть;VERB;_;Animacy=Inan|Aspect=Perf|Case=Acc|Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part|Voice=Pass;181;acl;_;@yuyuz1967m-words#@yuyuz1967m#267.652#268.152
181;раздражённый;раздражёть;VERB;_;Animacy=Inan|Aspect=Perf|Case=Acc|Gender=Masc|Number=Sing|Tense=Past|VerbForm=Part|Voice=Pass;175;conj;_;@yuyuz1967m-words#@yuyuz1967m#268.152#268.652
182;так;так;ADV;_;Degree=Pos;181;advmod;_;@yuyuz1967m-words#@yuyuz1967m#279.678#279.985
183;что;что;PRON;_;Case=Acc;182;fixed;_;@yuyuz1967m-words#@yuyuz1967m#279.985#280.292
184;ж;же;PART;_;_;182;advmod;_;@yuyuz1967m-words#@yuyuz1967m#280.292#280.599
185;тут;тут;ADV;_;Degree=Pos;186;advmod;_;@yuyuz1967m-words#@yuyuz1967m#280.599#280.906
186;праздничного;праздничный;ADJ;_;Case=Gen|Degree=Pos|Gender=Masc|Number=Sing;182;obl;_;@yuyuz1967m-words#@yuyuz1967m#280.906#281.213
187;?;?;PUNCT;_;_;186;punct;_;@yuyuz1967m-words#@yuyuz1967m#281.213#281.52
188;/;/;PUNCT;_;_;190;punct;_;@yuyuz1967m-words#@yuyuz1967m#281.52#281.827
189;мы;мы;PRON;_;Case=Nom|Number=Plur|Person=1;190;nsubj;_;@yuyuz1967m-words#@yuyuz1967m#281.827#282.134
190;стоим;стоить;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act;186;parataxis;_;@yuyuz1967m-words#@yuyuz1967m#282.134#282.441
191;/;/;PUNCT;_;_;192;punct;_;@yuyuz1967m-words#@yuyuz1967m#282.441#282.748
192;мёрзнем;мёрзень;NOUN;_;Animacy=Inan|Case=Ins|Gender=Masc|Number=Sing;190;obl;_;@yuyuz1967m-words#@yuyuz1967m#282.748#283.055
193;[нрзб];[нрзб];PUNCT;_;_;192;punct;_;@yuyuz1967m-words#@yuyuz1967m#283.055#283.372
194;#смеётся#;#смеётся#;NOUN;_;Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing;204;obl;_;@yuyuz1967m-words#@yuyuz1967m#283.542#285.245
195;простор;простор;NOUN;_;Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing;196;obj;_;@yuyuz1967m-words#@yuyuz1967m#286.661#287.779
196;останемся;остаться;VERB;_;Aspect=Perf|Mood=Ind|Number=Plur|Person=1|Tense=Fut|VerbForm=Fin|Voice=Mid;204;advcl;_;@yuyuz1967m-words#@yuyuz1967m#300.135#300.491
197;здесь;здесь;ADV;_;Degree=Pos;196;advmod;_;@yuyuz1967m-words#@yuyuz1967m#300.491#300.847
